idx,map_sum,loss,iou,bin_idx
141.0,29580.0,1.0,0.003199338912963867,0
845.0,0.0,0.9523968696594238,0.026085685938596725,0
211.0,64770.0,0.8810446858406067,0.06415116786956787,0
317.0,63750.0,0.42811745405197144,0.400823175907135,0
210.0,49215.0,0.5030592679977417,0.33139070868492126,0
194.0,49215.0,0.7880745530128479,0.11884395033121109,0
918.0,44115.0,0.649785041809082,0.2137833833694458,0
914.0,46665.0,0.9246745109558105,0.04101327806711197,0
821.0,37485.0,0.6407724618911743,0.220292866230011,0
316.0,67575.0,0.502686619758606,0.3314070701599121,0
270.0,65535.0,0.5931098461151123,0.2557872533798218,0
885.0,68085.0,0.5736051797866821,0.27181461453437805,0
105.0,31620.0,1.0,0.0016126577975228429,0
288.0,69105.0,1.0,0.001135453931055963,0
403.0,108120.0,0.4712691307067871,0.3596210777759552,1
227.0,141525.0,0.5053080320358276,0.3288559019565582,1
37.0,104805.0,0.737390398979187,0.15153248608112335,1
215.0,135405.0,0.7172126173973083,0.16502732038497925,1
214.0,112710.0,0.749756932258606,0.14332686364650726,1
212.0,81090.0,1.0,0.0015650124987587333,1
884.0,145860.0,0.7155618071556091,0.1663471907377243,1
144.0,112710.0,0.4631235599517822,0.3671441376209259,1
208.0,96135.0,0.5066765546798706,0.3277606964111328,1
630.0,109650.0,0.6504838466644287,0.21219144761562347,1
231.0,147645.0,0.5513771772384644,0.28946658968925476,1
959.0,110925.0,0.531755805015564,0.3060716986656189,1
168.0,92055.0,0.6704562902450562,0.19816216826438904,1
875.0,149430.0,0.7575700879096985,0.1383163332939148,1
29.0,118065.0,0.4214000701904297,0.4072681665420532,1
86.0,112710.0,0.4462059736251831,0.38321545720100403,1
27.0,105570.0,0.7007898092269897,0.17638660967350006,1
250.0,119085.0,0.3735528588294983,0.4562917649745941,1
252.0,91800.0,0.4053118824958801,0.4234475791454315,1
249.0,86445.0,0.516312837600708,0.31940627098083496,1
247.0,121890.0,0.6506907343864441,0.21195967495441437,1
246.0,115260.0,0.6520224809646606,0.21100470423698425,1
314.0,100470.0,0.8918935656547546,0.0577576644718647,1
251.0,92820.0,0.3579767346382141,0.47305062413215637,1
318.0,91035.0,0.7199876308441162,0.16324427723884583,1
714.0,114750.0,0.7466539144515991,0.14523929357528687,1
18.0,145350.0,0.37791961431503296,0.4516793191432953,1
26.0,147135.0,0.5201388597488403,0.31587648391723633,1
735.0,78030.0,0.39341217279434204,0.43572351336479187,1
286.0,77265.0,0.5697648525238037,0.2745192348957062,1
991.0,93840.0,0.7155156135559082,0.16632568836212158,1
879.0,164220.0,0.3656545877456665,0.46466314792633057,2
559.0,189210.0,0.274450421333313,0.5694106817245483,2
404.0,188445.0,0.35746335983276367,0.4734916090965271,2
847.0,201195.0,0.7196747064590454,0.16337694227695465,2
405.0,200685.0,0.339471697807312,0.4932558834552765,2
912.0,205020.0,1.0,0.0004327131318859756,2
410.0,153255.0,0.4376606345176697,0.3913598954677582,2
895.0,165495.0,0.40942084789276123,0.4191989600658417,2
315.0,171105.0,0.43475955724716187,0.3940933644771576,2
139.0,189975.0,0.5239722728729248,0.3126342296600342,2
109.0,186405.0,0.30909883975982666,0.5279081463813782,2
114.0,168045.0,0.34290117025375366,0.48948338627815247,2
265.0,179520.0,0.28412073850631714,0.5576216578483582,2
289.0,151725.0,0.5749280452728271,0.27021992206573486,2
101.0,170595.0,0.527098536491394,0.3099208474159241,2
402.0,175440.0,0.4934513568878174,0.3393498659133911,2
173.0,185385.0,0.9063754677772522,0.049642350524663925,2
167.0,195840.0,0.5704395771026611,0.2738053500652313,2
331.0,219300.0,0.5278229117393494,0.30922868847846985,2
332.0,149685.0,0.4520920515060425,0.37755194306373596,2
333.0,214455.0,0.4746285080909729,0.35644233226776123,2
334.0,175695.0,0.39778363704681396,0.43104279041290283,2
335.0,174675.0,0.5350449085235596,0.30310019850730896,2
235.0,167025.0,0.5687586069107056,0.2750397324562073,2
336.0,165750.0,0.4782484173774719,0.35316550731658936,2
337.0,171360.0,0.3750928044319153,0.45465150475502014,2
321.0,180540.0,0.7905629873275757,0.11732281744480133,2
913.0,176460.0,0.8465560674667358,0.08353942632675171,2
320.0,160140.0,0.5343230962753296,0.3037658631801605,2
209.0,193035.0,0.4678930640220642,0.36265480518341064,2
245.0,181305.0,0.5883009433746338,0.2594124376773834,2
193.0,183855.0,0.5686334371566772,0.27513304352760315,2
374.0,209355.0,0.8308647274971008,0.09274054318666458,2
952.0,182580.0,0.451987087726593,0.37762755155563354,2
381.0,164220.0,0.4557858109474182,0.37404999136924744,2
919.0,204510.0,0.5028669834136963,0.33101364970207214,2
916.0,174675.0,0.4951956272125244,0.3378804624080658,2
326.0,223380.0,0.4571123719215393,0.37272027134895325,2
319.0,163455.0,0.41954290866851807,0.4091024696826935,2
339.0,196095.0,0.7352031469345093,0.15292423963546753,2
722.0,179775.0,0.8750490546226501,0.06681176275014877,2
620.0,213180.0,0.4611738920211792,0.36896219849586487,2
78.0,174930.0,0.40215742588043213,0.42654281854629517,2
691.0,166260.0,0.7592418193817139,0.13704228401184082,2
996.0,190740.0,0.7546209096908569,0.14025059342384338,2
776.0,155550.0,0.7564510107040405,0.139072448015213,2
807.0,192525.0,0.40957891941070557,0.4190119802951813,2
806.0,217515.0,0.4755513668060303,0.35560211539268494,2
700.0,178755.0,0.5554307699203491,0.2860168516635895,2
992.0,201960.0,0.7921066880226135,0.11631444096565247,2
28.0,175185.0,0.6424583196640015,0.21799571812152863,2
803.0,205020.0,0.44202864170074463,0.3870825171470642,2
30.0,200685.0,0.39944422245025635,0.4292576313018799,2
62.0,168045.0,0.6690610647201538,0.19852203130722046,2
987.0,212670.0,0.5759477019309998,0.26925984025001526,2
594.0,190740.0,0.30858761072158813,0.5284900665283203,2
984.0,197625.0,0.5220563411712646,0.31425610184669495,2
85.0,215730.0,0.42307358980178833,0.4055590033531189,2
690.0,179265.0,0.7032296061515808,0.174404114484787,2
60.0,159630.0,0.5793036818504333,0.26672306656837463,2
808.0,164985.0,0.4964005947113037,0.33672523498535156,2
4.0,191250.0,0.4801040291786194,0.35141485929489136,2
713.0,210120.0,0.5599024891853333,0.2823147177696228,2
968.0,171615.0,0.5723073482513428,0.2723298668861389,2
383.0,298350.0,0.4702994227409363,0.36037471890449524,3
41.0,276675.0,0.29306477308273315,0.546794056892395,3
801.0,234090.0,0.3487248420715332,0.4830135405063629,3
809.0,230520.0,0.521273136138916,0.3148626387119293,3
170.0,232560.0,0.4351218342781067,0.3938050866127014,3
171.0,285090.0,0.5237007141113281,0.3127264678478241,3
986.0,243780.0,0.506109893321991,0.3280807137489319,3
805.0,251685.0,0.3105376362800598,0.5261996388435364,3
345.0,297330.0,0.45408350229263306,0.37556251883506775,3
347.0,263160.0,0.5560107231140137,0.28553539514541626,3
369.0,238425.0,0.4776270389556885,0.35366758704185486,3
172.0,241995.0,0.7163361310958862,0.1655460149049759,3
57.0,270555.0,0.3112112283706665,0.5253982543945312,3
174.0,261120.0,0.6598881483078003,0.20509998500347137,3
925.0,286365.0,0.5530180931091309,0.28802022337913513,3
915.0,236640.0,0.4633410573005676,0.36687687039375305,3
377.0,244290.0,0.5686200857162476,0.2752094864845276,3
978.0,287895.0,0.5995525121688843,0.25050657987594604,3
38.0,267750.0,0.33288371562957764,0.5006076693534851,3
178.0,285600.0,0.3098154664039612,0.5270401239395142,3
923.0,247095.0,0.5252072811126709,0.3114534020423889,3
183.0,292230.0,0.4265620708465576,0.4021059572696686,3
218.0,241740.0,0.3757364749908447,0.4539029896259308,3
844.0,251175.0,0.3229408860206604,0.5118760466575623,3
647.0,269280.0,0.707412838935852,0.1715991497039795,3
1.0,263415.0,0.46748411655426025,0.3630472719669342,3
946.0,293250.0,0.42171865701675415,0.4068809449672699,3
947.0,294780.0,0.5195696353912354,0.316298246383667,3
293.0,289425.0,0.5444444417953491,0.29512715339660645,3
294.0,298860.0,0.40596967935562134,0.42262545228004456,3
271.0,264690.0,0.43897855281829834,0.3900110125541687,3
746.0,226440.0,0.5823562145233154,0.26415425539016724,3
266.0,284325.0,0.42524075508117676,0.40337783098220825,3
7.0,281265.0,0.2751001715660095,0.5685885548591614,3
303.0,274125.0,0.5615370273590088,0.2809027135372162,3
304.0,294270.0,0.37538331747055054,0.45423707365989685,3
305.0,268770.0,0.4924577474594116,0.3402163088321686,3
313.0,227205.0,0.6729593276977539,0.19581903517246246,3
255.0,258570.0,0.4733337163925171,0.3576200008392334,3
219.0,229755.0,0.3016201853752136,0.5366516709327698,3
8.0,295035.0,0.3377724289894104,0.4951137900352478,3
777.0,294525.0,0.6702905893325806,0.1976803094148636,3
243.0,286365.0,0.6428416967391968,0.21757009625434875,3
779.0,288150.0,0.6971927881240845,0.1787007451057434,3
780.0,280245.0,0.4255392551422119,0.4030793011188507,3
239.0,292995.0,0.4445626735687256,0.3845852315425873,3
238.0,279735.0,0.5743833780288696,0.2704556882381439,3
781.0,246840.0,0.5650862455368042,0.2780704200267792,3
236.0,233835.0,0.5229634642601013,0.31337234377861023,3
325.0,279480.0,0.3360373377799988,0.4970448613166809,3
232.0,266475.0,0.4279807209968567,0.4007323384284973,3
329.0,237660.0,0.37604933977127075,0.453567236661911,3
226.0,246840.0,0.5195005536079407,0.31636807322502136,3
225.0,276420.0,0.3786323666572571,0.4508402347564697,3
33.0,268515.0,0.4672228693962097,0.3632822334766388,3
775.0,266475.0,0.6889679431915283,0.18441243469715118,3
327.0,234855.0,0.4414442777633667,0.3876219093799591,3
53.0,252960.0,0.5699123740196228,0.27412670850753784,3
619.0,298860.0,0.4832642674446106,0.3485144078731537,3
595.0,269790.0,0.327195405960083,0.5070258975028992,3
447.0,227460.0,0.3178960084915161,0.5176858901977539,3
450.0,246585.0,0.5684502124786377,0.2753106951713562,3
451.0,294015.0,0.3765980005264282,0.45295366644859314,3
958.0,261120.0,0.5233543515205383,0.31305089592933655,3
466.0,264180.0,0.6741445064544678,0.19477997720241547,3
888.0,297075.0,0.48893529176712036,0.3433769643306732,3
953.0,279480.0,0.7168596982955933,0.16513289511203766,3
887.0,235110.0,0.3798246383666992,0.4495881199836731,3
75.0,256530.0,0.3867388963699341,0.4423278570175171,3
481.0,295545.0,0.549789547920227,0.29062938690185547,3
486.0,298860.0,0.3505207896232605,0.48100516200065613,3
113.0,246330.0,0.3124280571937561,0.5239884853363037,3
489.0,283815.0,0.5279264450073242,0.3090818226337433,3
878.0,262395.0,0.2813526391983032,0.5609598159790039,3
500.0,231540.0,0.6191514134407043,0.23535001277923584,3
876.0,288660.0,0.7712072730064392,0.1294017881155014,3
841.0,228225.0,0.48995888233184814,0.3424677550792694,3
560.0,271830.0,0.2920103669166565,0.5480471253395081,3
569.0,281775.0,0.7905809879302979,0.11720786243677139,3
846.0,228735.0,0.5233297944068909,0.313090056180954,3
92.0,286110.0,0.5301517248153687,0.30716314911842346,3
848.0,255000.0,0.4572030305862427,0.3726460039615631,3
446.0,239955.0,0.4308941960334778,0.39788174629211426,3
543.0,238425.0,0.7979272603988647,0.1127004399895668,3
518.0,231540.0,0.507475733757019,0.326907753944397,3
871.0,247350.0,0.5081443786621094,0.32633504271507263,3
512.0,287640.0,0.4531313180923462,0.3764440417289734,3
873.0,290700.0,0.3735756278038025,0.456179141998291,3
874.0,295290.0,0.6083486080169678,0.24369215965270996,3
578.0,296055.0,0.5963930487632751,0.2529792785644531,3
521.0,235875.0,0.2795007824897766,0.5631939768791199,3
892.0,255000.0,0.4067079424858093,0.42186278104782104,3
468.0,245820.0,0.45718854665756226,0.37263572216033936,3
284.0,289170.0,0.5019802451133728,0.33170539140701294,3
420.0,282540.0,0.4101659655570984,0.4183807075023651,3
910.0,249645.0,0.3675246238708496,0.4626059830188751,3
411.0,298350.0,0.34418022632598877,0.4880041182041168,3
905.0,230520.0,0.5127371549606323,0.32226797938346863,3
422.0,240975.0,0.7672951221466064,0.13195198774337769,3
896.0,255255.0,0.34426164627075195,0.4879196882247925,3
616.0,268770.0,0.29699283838272095,0.542119026184082,3
424.0,238170.0,0.5876688361167908,0.25988101959228516,3
65.0,261630.0,0.3081369400024414,0.5289918184280396,3
161.0,241230.0,0.46270227432250977,0.3674257695674896,3
617.0,278205.0,0.3847619891166687,0.4443974196910858,3
382.0,315435.0,0.4881856441497803,0.34401682019233704,4
418.0,313650.0,0.3350480794906616,0.49816787242889404,4
770.0,371790.0,0.8801326751708984,0.06396807730197906,4
771.0,348075.0,0.7206972241401672,0.16251929104328156,4
628.0,319260.0,0.6002336740493774,0.2500225305557251,4
909.0,353685.0,0.3564814329147339,0.47448456287384033,4
312.0,364140.0,0.6717774868011475,0.196496844291687,4
580.0,369495.0,0.4365413784980774,0.3923163414001465,4
419.0,335070.0,0.3073602318763733,0.5298701524734497,4
311.0,309825.0,0.6719427108764648,0.19637472927570343,4
310.0,316200.0,0.5267958641052246,0.31003984808921814,4
501.0,315180.0,0.5949563384056091,0.25409483909606934,4
748.0,364650.0,0.40414315462112427,0.4244403541088104,4
573.0,370005.0,0.6837863922119141,0.187964528799057,4
943.0,357510.0,0.47108566761016846,0.3596392571926117,4
517.0,330735.0,0.6589043140411377,0.20579127967357635,4
911.0,317475.0,0.6919618844985962,0.18225544691085815,4
302.0,371535.0,0.4443570375442505,0.384799063205719,4
297.0,302940.0,0.35541635751724243,0.4756505489349365,4
296.0,348840.0,0.4353078603744507,0.39351093769073486,4
609.0,314925.0,0.4664173126220703,0.36398375034332275,4
849.0,299370.0,0.4224749207496643,0.40609344840049744,4
295.0,323850.0,0.45307058095932007,0.3765055537223816,4
407.0,363375.0,0.3715967535972595,0.45823562145233154,4
290.0,368475.0,0.4068470597267151,0.4217195212841034,4
554.0,351135.0,0.4086437225341797,0.41992467641830444,4
287.0,330480.0,0.6331679821014404,0.22479572892189026,4
810.0,360825.0,0.4774123430252075,0.3538361191749573,4
308.0,371790.0,0.5953600406646729,0.25377359986305237,4
380.0,345525.0,0.46472060680389404,0.3655721843242645,4
348.0,322320.0,0.4008781313896179,0.42779767513275146,4
938.0,339150.0,0.40679436922073364,0.4217749536037445,4
456.0,346290.0,0.39787977933883667,0.43083444237709045,4
455.0,360825.0,0.38096851110458374,0.4483630061149597,4
644.0,317475.0,0.3538120985031128,0.47742077708244324,4
800.0,358530.0,0.37912803888320923,0.4502807557582855,4
636.0,366180.0,0.40629512071609497,0.4222886562347412,4
927.0,369750.0,0.4083104729652405,0.4202708303928375,4
928.0,317220.0,0.3851585388183594,0.44401082396507263,4
465.0,352410.0,0.5021959543228149,0.3314850628376007,4
596.0,303960.0,0.3782705068588257,0.45120126008987427,4
931.0,334050.0,0.3715454339981079,0.45830658078193665,4
285.0,319260.0,0.465140700340271,0.3651663064956665,4
343.0,307275.0,0.43968212604522705,0.3893601596355438,4
344.0,368985.0,0.4934358596801758,0.33932727575302124,4
937.0,368730.0,0.5530077219009399,0.287968248128891,4
346.0,372045.0,0.4088447093963623,0.41969233751296997,4
894.0,307530.0,0.39886659383773804,0.429829478263855,4
364.0,331245.0,0.5080196857452393,0.32635602355003357,4
379.0,332010.0,0.5924243927001953,0.2561121881008148,4
799.0,368730.0,0.6190810203552246,0.23538342118263245,4
648.0,299880.0,0.7319896221160889,0.15496760606765747,4
487.0,343995.0,0.42116135358810425,0.4074036777019501,4
378.0,310590.0,0.3645777702331543,0.4657541513442993,4
484.0,342210.0,0.3602280616760254,0.4704420864582062,4
483.0,350115.0,0.44848060607910156,0.38088348507881165,4
482.0,312630.0,0.42428678274154663,0.40431666374206543,4
629.0,357000.0,0.4612591862678528,0.3687988817691803,4
654.0,338640.0,0.46541404724121094,0.36492791771888733,4
819.0,315435.0,0.5434795022010803,0.29588598012924194,4
480.0,363630.0,0.5501204133033752,0.2903267741203308,4
476.0,349350.0,0.5722910165786743,0.2721387445926666,4
591.0,310080.0,0.5144064426422119,0.3208119571208954,4
593.0,374085.0,0.32009315490722656,0.5151153206825256,4
330.0,302685.0,0.6170936226844788,0.23694007098674774,4
653.0,339915.0,0.43150973320007324,0.3972427248954773,4
652.0,301155.0,0.37653666734695435,0.4530370235443115,4
373.0,302430.0,0.6137354969978333,0.23956233263015747,4
880.0,307530.0,0.42942237854003906,0.3992963433265686,4
582.0,331755.0,0.546854555606842,0.2930504381656647,4
930.0,370515.0,0.436984658241272,0.39191293716430664,4
204.0,301410.0,0.3970664143562317,0.4317060112953186,4
240.0,325635.0,0.4310072064399719,0.3977302014827728,4
237.0,308550.0,0.33565300703048706,0.49747997522354126,4
988.0,319260.0,0.3560699224472046,0.47494399547576904,4
233.0,373320.0,0.3096354007720947,0.5272052884101868,4
36.0,315180.0,0.4557238817214966,0.37401899695396423,4
67.0,307785.0,0.4994277358055115,0.3339988589286804,4
228.0,301665.0,0.3879183530807495,0.4410994052886963,4
89.0,358020.0,0.5958950519561768,0.2534262537956238,4
223.0,315945.0,0.4652465581893921,0.36511436104774475,4
181.0,334050.0,0.33001387119293213,0.5038221478462219,4
145.0,345525.0,0.4286119341850281,0.40006157755851746,4
121.0,357510.0,0.42012763023376465,0.4084286391735077,4
217.0,347055.0,0.4209270477294922,0.4076530337333679,4
216.0,331755.0,0.4472581148147583,0.3820314109325409,4
997.0,371535.0,0.42839258909225464,0.40028610825538635,4
123.0,359550.0,0.48142606019973755,0.3501501977443695,4
14.0,324615.0,0.3396245241165161,0.4930483400821686,4
205.0,303705.0,0.5086603760719299,0.3258524239063263,4
955.0,318240.0,0.3998833894729614,0.4288043677806854,4
71.0,342465.0,0.6033312082290649,0.2475634217262268,4
32.0,355470.0,0.43326568603515625,0.3954925835132599,4
73.0,363630.0,0.3540065288543701,0.47718027234077454,4
16.0,339150.0,0.4111443758010864,0.41738274693489075,4
17.0,344760.0,0.4955865144729614,0.33742278814315796,4
192.0,351900.0,0.2892594337463379,0.5513426661491394,4
195.0,305490.0,0.4972684383392334,0.3358743190765381,4
